name,Latitude,Longitude
"Space Invader PA_0935, 2 rue Cambronne",48.847476,2.301551
"Space Invader PA_0936, boulevard de l'HÃ´pital sous le mÃ©tro",48.841776,2.363471
"Space Invader PA_0937, face au 80 boulevard Auguste Blanqui",48.830319,2.346681
"Space Invader PA_0938, face au 91 boulevard Auguste Blanqui",48.830237,2.346628
"Space Invader PA_0939, mÃ©tro Denfert-Rochereau",48.834147,2.33202
"Space Invader PA_0941, 103 rue Cambronne",48.841811,2.303352
"Space Invader PA_0942, 2 passage Foubert",48.825857,2.352675
"Space Invader PA_0943, entrÃ©e des Frigos",48.831301,2.37904
"Space Invader PA_0944, 10 rue Faidherbe",48.850812,2.384482
"Space Invader PA_0945, 81 rue de la Folie MÃ©ricourt",48.866294,2.369865
"Space Invader PA_0946, 1 rue de Metz",48.870725,2.35482
"Space Invader PA_0947, 105 rue du Faubourg Saint-Denis",48.875181,2.355805
"Space Invader PA_0948, 33 rue du Faubourg Saint-Denis",48.87101,2.35325
"Space Invader PA_0949, 1 rue Joseph Liouville",48.844942,2.297832
"Space Invader PA_0950, mÃ©tro Dupleix",48.850446,2.293254
"Space Invader PA_0951, face au 75 boulevard de Grenelle",48.850322,2.294131
"Space Invader PA_0952, 4 rue du Chevalier de Saint-Georges",48.868124,2.324819
"Space Invader PA_0953, 9 rue du PlÃ¢tre",48.859264,2.354778
"Space Invader PA_0955, 12 rue BÃ©ranger",48.86588,2.36391
"Space Invader PA_0956, 5 rue Papin",48.866906,2.353345
"Space Invader PA_0957, 86 Quai de la RapÃ©e",48.844588,2.368976
"Space Invader PA_0958, 255 rue de Charenton",48.836181,2.392206
"Space Invader PA_0959, 1 rue du Forez",48.863771,2.362772
"Space Invader PA_0960, 141 boulevard Philippe Auguste",48.858285,2.389569
"Space Invader PA_0961, 2 rue Trousseau",48.85078,2.37858
"Space Invader PA_0962, mÃ©tro Porte des Lilas",48.876826,2.406605
"Space Invader PA_0963, 41 boulevard du Temple",48.866341,2.364533
"Space Invader PA_0965, statue de Paris du pont du Carrousel",48.858728,2.332779
"Space Invader PA_0966, pont de Bir-Hakeim",48.855595,2.287752
"Space Invader PA_0967, 105 quai Branly",48.854678,2.289107
"Space Invader PA_0968, nord du pont de Bir-Hakeim",48.856601,2.28661
"Space Invader PA_0969, Statue de la LibertÃ©",48.849996,2.27966
"Space Invader PA_0970, allÃ©e des Cygnes",48.850592,2.28058
"Space Invader PA_0971, 1 rue du Saint-Gothard",48.830178,2.334976
"Space Invader PA_0972, 22 rue Bernard Lecache",48.846276,2.415351
"Space Invader PA_0973 PA_0974 & PA_0975, entrÃ©e du square Emile Chautemps",48.8672,2.353292
"Space Invader PA_0976, 130 rue Montmartre",48.868233,2.343669
"Space Invader PA_0977, passage Basfour",48.86606,2.351805
"Space Invader PA_0978, 28 rue Montorgueil",48.863739,2.346475
"Space Invader PA_0979, pont de Sully cÃ´tÃ© rive Droite",48.850876,2.361237
"Space Invader PA_0980, sous le pont du boulevard de Bercy",48.839793,2.383141
"Space Invader PA_0981, place du Colonel Bourgouin",48.845118,2.383271
"Space Invader PA_0983, rue Mondoville",48.865966,2.406642
"Space Invader PA_0984, 1 place Rhin et Danube",48.882183,2.392771
"Space Invader PA_0985, 52 boulevard SÃ©rurier",48.879782,2.399501
"Space Invader PA_0986, face Ã  la rue du Tunnel",48.87939,2.38444
"Space Invader PA_0987, 39 quai de la Loire",48.8875,2.378722
"Space Invader PA_0988, mÃ©tro BarbÃ¨s-Rochechouart",48.883751,2.350654
"Space Invader PA_0989, 2 rue de l'Ã‰vangile",48.89142,2.361296
"Space Invader PA_0990, mÃ©tro La Chapelle",48.884479,2.360347
"Space Invader PA_0991, 33 boulevard de la Villette",48.87414,2.37435
"Space Invader PA_0993, entrÃ©e du pÃ©riphÃ©rique porte des Lilas",48.876705,2.408995
"Space Invader PA_0994, 0 boulevard Duaumont",48.896963,2.310692
"Space Invader PA_0995, place du Docteur FÃ©lix Lobligeois",48.886437,2.31856
"Space Invader PA_0996, face au 89 avenue des Ternes",48.879968,2.287779
"Space Invader PA_0997, 61 rue Quincampoix",48.861738,2.350808
"Space Invader PA_0998, impasse des Peintres",48.863976,2.350135
"Space Invader PA_0999, 136 rue de la Roquette",48.857783,2.380989
"Space Invader PA_1000 & PA_1001, dans le hall de la GÃ©nÃ©rale",48.859588,2.379518
"Space Invader PA_1002, bretelle d'autoroute A86/N406, face au Castorama de CrÃ©teil",48.77895,2.4408
"Space Invader PA_1004, 66 rue de Courcelles",48.877676,2.306245
"Space Invader PA_1005, 89 rue Oberkampf",48.865237,2.375371
"Space Invader PA_1006, 9 rue BergÃ¨re",48.872126,2.346739
"Space Invader PA_1007, 11 rue Drouot",48.873453,2.340495
"Space Invader PA_1008, 75 rue de Richelieu",48.868701,2.33839
"Space Invader PA_1009, 1 boulevard de MÃ©nilmontant",48.85849,2.38921
"Space Invader PA_1010, 1 Rue Carducci",48.87723,2.387829
"Space Invader PA_1011, 1 rue Martel",48.873463,2.352622
"Space Invader PA_1012, 32 rue de Rochechouart",48.878535,2.345251
"Space Invader PA_1014, 10 rue Paul Bert",48.8516,2.384666
"Space Invader PA_1015, 29 rue de la Villette",48.876297,2.387547
"Space Invader PA_1016, 34 rue de CrimÃ©e",48.87905,2.390206
"Space Invader PA_1017, 86 rue de la Villette",48.878821,2.388289
"Space Invader PA_1018, place Paul Eluard",48.889951,2.360135
"Space Invader PA_1019, 23 rue des Vinaigriers",48.8731,2.363303
"Space Invader PA_1020, 86 rue Championnet",48.895858,2.343033
"Space Invader PA_1021, 1 impasse Robert",48.895526,2.338842
"Space Invader PA_1022, 27 rue FrancÅ“oeur",48.890852,2.340473
"Space Invader PA_1024, 198 rue du Faubourg Saint-Antoine",48.85006,2.384156
"Space Invader PA_1025, 5 place Saint-Augustin",48.875058,2.319318
"Space Invader PA_1026, 52 Grande Rue Charles-de-Gaulle",48.837786,2.521098
"Space Invader PA_1027, CitÃ© Aubry",48.856768,2.395604
"Space Invader PA_1028, 9 rue des Maronites",48.868194,2.383677
"Space Invader PA_1030, 41 rue des Bourdonnais",48.86058,2.345563
"Space Invader PA_1031, face Ã  un entrepÃ´t abandonnÃ©",48.90066,2.38924
"Space Invader PA_1032, 51 rue de Turenne",48.858224,2.364399
"Space Invader PA_1033, 1 boulevard des Filles du Calvaire",48.861085,2.36695
"Space Invader PA_1034, 48 rue Saint-HonorÃ©",48.86119,2.344233
"Space Invader PA_1035, 14 rue Jean-Baptiste Berlier",48.825751,2.383472
"Space Invader PA_1036, 144 boulevard MassÃ©na",48.819469,2.361984
"Space Invader PA_1037, 84 avenue d'Italie",48.825982,2.357178
"Space Invader PA_1038, 5 rue Pajou",48.856784,2.272968
"Space Invader PA_1039, 1 impasse Delaunay",48.854947,2.386129
"Space Invader PA_1041, rond-point d'Espagne",48.754462,2.375199
"Space Invader PA_1042, A86 cÃ´tÃ© cimetiÃ¨re nouveau de Vitry",48.773999,2.403205
"Space Invader PA_1043, A86 cÃ´tÃ© cimetiÃ¨re communal de Choisy",48.773718,2.403313
"Space Invader PA_1044, Ã©changeur porte d'Italie",48.816089,2.35889
"Space Invader PA_1045, 3 rue de la Chine",48.864685,2.401248
"Space Invader PA_1046, 22 rue RÃ©aumur",48.865017,2.358505
"Space Invader PA_1047, 88ter avenue Parmentier",48.865495,2.374638
"Space Invader PA_1048, Autoroute du Soleil",48.765394,2.34389
"Space Invader PA_1050, 191 rue du Faubourg PoissonniÃ¨re",48.883048,2.349524
"Space Invader PA_1051, 22 rue Dauphine",48.855152,2.339623
"Space Invader PA_1052, rue du Chevalier de la Barre",48.887431,2.347243
"Space Invader PA_1053, 8 place des Abbesses",48.884115,2.33884
"Space Invader PA_1054, 26 rue Chanzy",48.85264,2.385094
"Space Invader PA_1055, bretelle de sortie de l'autoroute de l'Est",48.82677,2.466303
"Space Invader PA_1058, 24 rue des Petits Champs",48.86687,2.336551
"Space Invader PA_1059, 54 rue de Seine",48.853931,2.336917
"Space Invader PA_1060, villa de Guelma",48.882709,2.336903
"Space Invader PA_1061, 29 rue ramey",48.888662,2.34657
"Space Invader PA_1063, 28 rue des Archives",48.858213,2.355071
"Space Invader PA_1064, 16 rue Froissart",48.861797,2.365288
"Space Invader PA_1065, 59 rue au Maire (Simpson)",48.864989,2.354527
"Space Invader PA_1066, McDo de la porte de Bagnolet",48.864658,2.408417
"Space Invader PA_1067, 1 rue de la FidÃ©litÃ©",48.874683,2.356845
"Space Invader PA_1068, 39 rue de Bretagne",48.862872,2.362363
"Space Invader PA_1069, 121 rue des Amandiers",48.868221,2.388062
"Space Invader PA_1070, pavillon Saint-Louis",48.848529,2.398585
"Space Invader PA_1071, 58 rue d'Anjou",48.873677,2.322444
"Space Invader PA_1072, 32 rue Pasquier",48.873321,2.323701
"Space Invader PA_1073, 41 rue de PenthiÃ¨vre",48.872287,2.313515
"Space Invader PA_1074, 22 rue du Cirque",48.871275,2.315733
"Space Invader PA_1075, 158 boulevard Saint-Germain",48.85321,2.33609
"Space Invader PA_1076, MarchÃ© Saint-Germain",48.851785,2.336608
"Space Invader PA_1077, 65 rue des Abbesses",48.885708,2.334902
"Space Invader PA_1080, Espace Pierre Cardin",48.867372,2.319147
"Space Invader PA_1082, place d'Aligre",48.848875,2.378264
"Space Invader PA_1084, 36 rue du Faubourg Saint-Martin",48.870268,2.356426
"Space Invader PA_1085, ancien Couvent des RÃ©collets",48.875807,2.360599
"Space Invader PA_1086, 2 rue des Anglais",48.851037,2.347996
"Space Invader PA_1087, 1 rue de la Huchette",48.852782,2.346484
"Space Invader PA_1088, 77 rue Buffon",48.841155,2.356097
"Space Invader PA_1089, 79 rue de la BoÃ©tie",48.872053,2.308972
"Space Invader PA_1090, mÃ©tro Stalingrad",48.884271,2.365263
"Space Invader PA_1091, fontaine du Conservatoire Municipal du 19e",48.882881,2.371915
"Space Invader PA_1092, 18-20 rue Pradier",48.875669,2.382055
"Space Invader PA_1093, CitÃ© de la Mode et du Design",48.840818,2.369772
"Space Invader PA_1094, 132 rue Vieille du Temple",48.861817,2.364411
"Space Invader PA_1095, 18ter rue Jaucourt",48.847363,2.395058
"Space Invader PA_1096, 18 rue des Lilas ou presque",48.869639,2.43046
"Space Invader PA_1097, 20 rue du Louvre",48.861527,2.34125
"Space Invader PA_1098, 1 citÃ© Voltaire",48.852527,2.389316
"Space Invader PA_1100, Ã  gauche de la Fontaine MoliÃ¨re",48.865444,2.336659
"Space Invader PA_1101, 7 avenue Matignon",48.869977,2.311583
"Space Invader PA_1102, place de Thorigny",48.858905,2.362321
"Space Invader PA_1103, 3 passage du Moulin des PrÃ©s",48.829159,2.353403
"Space Invader PA_1104, 68 rue Jenner",48.834243,2.364409
"Space Invader PA_1105, 16 boulevard de la Chapelle",48.884592,2.363443
"Space Invader PA_1106, 1 rue Ferdinand Flocon",48.890901,2.345418
"Space Invader PA_1107, place Saint-AndrÃ© des Arts",48.853257,2.342696
"Space Invader PA_1108, 98 rue de Tolbiac",48.826848,2.363756
"Space Invader PA_1109, 51 avenue d'Ivry",48.82331,2.365508
"Space Invader PA_1110, direction de la Voirie et des DÃ©placements",48.845788,2.413853
"Space Invader PA_1111, 80 avenue Charles de Gaulle",48.881673,2.271323
"Space Invader PA_1112, place de l'Iris",48.889849,2.250182
"Space Invader PA_1113, 6 place de Stalingrad",48.882934,2.239863
"Space Invader PA_1114, impasse de la DÃ©fense",48.885113,2.326865
"Space Invader PA_1115, 208 rue de la Roquette",48.8597,2.388525
"Space Invader PA_1116, 74 rue d'Avron",48.852293,2.40426
"Space Invader PA_1117, Terminal 2D Porte 6",49.00441,2.567216
"Space Invader PA_1118, boulevard Gabriel PÃ©ri sous le pÃ©riph'",48.877504,2.477093
"Space Invader PA_1119, 29 avenue de la RÃ©publique",48.862546,2.415945
"Space Invader PA_1120, 84 rue de Picpus",48.84101,2.398884
"Space Invader PA_1121, 52 cours de Vincennes",48.847343,2.40358
"Space Invader PA_1122, avenue Corentin Cariou",48.89626,2.384498
"Space Invader PA_1123, 1 rue Santos-Dumont",48.834196,2.305686
"Space Invader PA_1124, 11 rue Chauchat",48.873141,2.339479
"Space Invader PA_1125, 88 rue de Provence",48.874285,2.330577
"Space Invader PA_1126, 27 place de la Madeleine",48.871175,2.324306
"Space Invader PA_1127, 10 rue du Roi DorÃ©",48.860227,2.363758
"Space Invader PA_1128, 112 rue des PyrÃ©nÃ©es",48.85681,2.40473
"Space Invader PA_1129, 19 rue Parrot",48.847182,2.375001
"Space Invader PA_1130, face au 194 rue de Bercy",48.84454,2.372361
"Space Invader PA_1131, est de la Fontaine au Lions",48.839617,2.395918
"Space Invader PA_1132, 26 rue Coriolis",48.836388,2.390802
"Space Invader PA_1133, 19 rue Montera",48.84537,2.40917
"Space Invader PA_1134, 74 rue de Tolbiac",48.827182,2.366977
"Space Invader PA_1135, 36 rue Tillier",48.849242,2.38951
"Space Invader PA_1136, 18 rue Coriolis",48.835882,2.391304
"Space Invader PA_1137, pont Delizy",48.895025,2.40982
"Space Invader PA_1138, 112 avenue du GÃ©nÃ©ral Leclerc",48.898349,2.406627
"Space Invader PA_1139, 93 rue de Belleville",48.874031,2.385394
"Space Invader PA_1140, 10 rue Villedo",48.866469,2.335957
"Space Invader PA_1141, Agence Spatiale EuropÃ©enne",48.848419,2.304209
"Space Invader PA_1142, 8 rue de la Plaine",48.849797,2.400222
"Space Invader PA_1143, place du GÃ©nÃ©ral Patton",48.875841,2.286832
"Space Invader PA_1144, 18 rue Piccini",48.874751,2.284192
"Space Invader PA_1145, 1 rue de la Croix Jarry",48.826858,2.382021
"Space Invader PA_1146, 154 rue du Chemin Vert",48.86275,2.387093
"Space Invader PA_1147, pont de la Grange aux Belles",48.873024,2.363929
"Space Invader PA_1149, 42 boulevard de Charonne",48.851057,2.398819
"Space Invader PA_1150, quai Saint-Bernard",48.844928,2.364385
"Space Invader PA_1151, mÃ©tro Tuileries",48.86423,2.33027
"Space Invader PA_1152, village Saint-Paul",48.853332,2.36127
"Space Invader PA_1153, 87 rue Saint-Antoine",48.854585,2.3626
"Space Invader PA_1154, 0 rue LÃ©on Jouhaux",48.868562,2.363243
"Space Invader PA_1155, pont piÃ©ton de la rue Lucien Lambeau",48.857685,2.414452
"Space Invader PA_1156, 12 rue Vieille du Temple",48.856563,2.356857
"Space Invader PA_1157, 81 rue de Beaubourg",48.86391,2.354822
"Space Invader PA_1158, 33 boulevard de Charonne",48.851158,2.398184
"Space Invader PA_1159, 6 place des Ternes",48.87847,2.298683
"Space Invader PA_1160, 165 rue du Faubourg Saint-HonorÃ©",48.874707,2.305867
"Space Invader PA_1161, 42 rue des Francs-Bourgeois",48.858606,2.359031
"Space Invader PA_1162, 14 rue des PrÃ©cheurs",48.862045,2.34868
"Space Invader PA_1163, 8 place Jacques Bonsergent",48.871181,2.36107
"Space Invader PA_1164, 130 avenue de Wagram",48.885151,2.303648
"Space Invader PA_1165, 48 rue du Caire",48.868077,2.348778
"Space Invader PA_1166, 1 quai de Bourbon",48.852446,2.35698
"Space Invader PA_1167, 84 rue Bonaparte",48.849736,2.332597
"Space Invader PA_1168, 1 rue Verniquet",48.886756,2.300392
"Space Invader PA_1169, 6 avenue de la Porte de la Chapelle",48.89895,2.359518
"Space Invader PA_1170, 45 rue des Gravilliers",48.864156,2.355424
"Space Invader PA_1171, 68 rue de la Montagne Sainte-GeneviÃ¨ve",48.846868,2.347805
"Space Invader PA_1172, 93 rue de la Verrerie",48.858828,2.350647
"Space Invader PA_1173, terrasse du Wanderlust",48.840096,2.371144
"Space Invader PA_1174, 14 rue des Fonds-Verts",48.83699,2.391172
"Space Invader PA_1175, 2 rue Rodier",48.877413,2.342371
"Space Invader PA_1176, 5 rue Rodier",48.877403,2.342256
"Space Invader PA_1177, Agence France Presse",48.868795,2.340272
"Space Invader PA_1178, 82 boulevard MassÃ©na",48.82156,2.368532
"Space Invader PA_1179, 213 boulevard Vincent Auriol",48.830787,2.356652
"Space Invader PA_1180, 47 avenue des Gobelins",48.835102,2.353336
"Space Invader PA_1181, 58 rue Caumartin",48.874815,2.328576
"Space Invader PA_1182, 22 rue Guersant",48.880838,2.290073
"Space Invader PA_1183, 9 rue Marsoulan",48.845604,2.402938
"Space Invader PA_1184, croisement E50/A6B",48.762395,2.340419
"Space Invader PA_1185, 59 rue de Charonne",48.853446,2.379467
"Space Invader PA_1186, 32 impasse de la Confiance",48.853717,2.399535
"Space Invader PA_1187, 89 rue AndrÃ© Joineau",48.882103,2.402702
"Space Invader PA_1188, 81 rue d'Assas",48.842502,2.334858
"Space Invader PA_1189, 43 rue LacÃ©pÃ¨de",48.844147,2.350387
"Space Invader PA_1190, 2 rue Princesse Leia",48.852589,2.334419
"Space Invader PA_1191, 1192, 1193, 1194 & 1195, le long de la D126B",48.814755,2.355387
"Space Invader PA_1196, 2 impasse Mathieu",48.8411,2.313336
"Space Invader PA_1197, 6 rue de l'ArrivÃ©e",48.843878,2.322431
"Space Invader PA_1198, 145 boulevard Raspail",48.842276,2.329685
"Space Invader PA_1199, Poterne des Peupliers",48.821567,2.352432
"Space Invader PA_1200, 35 rue de la BÃ»cherie",48.852528,2.347302
"Space Invader PA_1201, 14 rue Ternaux",48.86438,2.37326
"Space Invader PA_1202, 129 avenue de Wagram",48.883249,2.301697
"Space Invader PA_1203, 64 rue Monsieur le Prince",48.847823,2.340895
"Space Invader PA_1204, 61 rue d'Avron",48.852275,2.403237
"Space Invader PA_1205, bÃ¢timent Marguerite Bottard",48.835457,2.368736
"Space Invader PA_1206, 22 avenue de la RÃ©publique",48.866206,2.368824
"Space Invader PA_1207, 31 rue Lucien Sampaix",48.873118,2.361351
"Space Invader PA_1208, 35 rue Castagnary",48.833951,2.30942
"Space Invader PA_1209, 99 boulevard Saint-Germain",48.85219,2.338901
"Space Invader PA_1210, 3 rue Saint-Augustin",48.86885,2.337762
"Space Invader PA_1211, 1 passage MondÃ©sir",48.865411,2.385035
"Space Invader PA_1212, 16 place Jacques Bonsergent",48.87139,2.36078
"Space Invader PA_1213, 4 rue Berger",48.86088,2.34856
"Space Invader PA_1214, 42 rue Leroy DuprÃ©",48.842979,2.401823
"Space Invader PA_1215, 3 rue Danielle Casanova",48.86757,2.33329
"Space Invader PA_1216, 1 rue Duret",48.873466,2.285079
"Space Invader PA_1217, pont de la Concorde",48.863861,2.320227
"Space Invader PA_1218, 2 rue Mathys",48.89067,2.37648
"Space Invader PA_1219, 261 rue de Belleville",48.87559,2.39896
"Space Invader PA_1220, 7 rue d'Enghien",48.871694,2.352584
"Space Invader PA_1221, place Benjamin Fondane",48.84453,2.351911
"Space Invader PA_1222, 90 avenue de la RÃ©publique",48.863935,2.380904
"Space Invader PA_1223, 1 place de Passy",48.85785,2.27793
"Space Invader PA_1224, 57 avenue du docteur Netter",48.844904,2.405649
"Space Invader PA_1225 & 1226, 100 cours de Vincennes",48.84691,2.40845
"Space Invader PA_1227, 129 coulÃ©e verte RenÃ©-Dumont",48.844418,2.381721
"Space Invader PA_1228, 22 rue Watteau",48.834496,2.357361
"Space Invader PA_1229, 62 rue Lamartine",48.876716,2.339576
"Space Invader PA_1230, 7 rue Lafayette",48.873571,2.334758
"Space Invader PA_1231 & 1237, 200 avenue Jean JaurÃ¨s",48.888359,2.392077
"Space Invader PA_1232, 102 rue du Mont Cenis",48.8953,2.34591
"Space Invader PA_1233, 2 rue des Poissonniers",48.88558,2.34984
"Space Invader PA_1234, ObÃ©lisque de Villeneuve-le-Comte",48.79161,2.86916
"Space Invader PA_1235 & 1236, 72 rue Claude Bernard",48.840436,2.346044
"Space Invader PA_1238, CimetiÃ¨re de la Courneuve",48.936142,2.40488
"Space Invader PA_1239, 54 avenue Paul Vaillant Couturier",48.920939,2.411101
"Space Invader PA_1240, 114 boulevard Vincent Auriol",48.83349,2.36299
"Space Invader PA_1241, 1 quai de la Tournelle",48.849604,2.355828
"Space Invader PA_1242, 26 rue de la Plaine",48.84986,2.402556
"Space Invader PA_1243, 15 boulevard de MÃ©nilmontant",48.859383,2.388855
"Space Invader PA_1244, 4 rue Oberkampf",48.86267,2.36748
"Space Invader PA_1245, pont de la Tournelle",48.85012,2.35524
"Space Invader PA_1246, 12 pont Saint-Louis",48.85283,2.352059
"Space Invader PA_1247, HÃ´pital Robert DebrÃ©",48.881194,2.402437
"Space Invader PA_1248, 101 boulevard Richard Lenoir",48.86411,2.37048
"Space Invader PA_1249, 24 rue de la Verrerie",48.857501,2.354399
"Space Invader PA_1250, 176 rue de Bagnolet",48.864018,2.408127
"Space Invader PA_1251, 8 place Tristan Bernard",48.879424,2.29163
"Space Invader PA_1252, 110 rue Lauriston",48.866053,2.286101
"Space Invader PA_1253, 1 rue du Boccador",48.8659,2.303735
"Space Invader PA_1254, 23 rue Marbeuf",48.868783,2.303745
"Space Invader PA_1255, 5 place des Petits PÃ¨res",48.86657,2.34065
"Space Invader PA_1256, 29 rue des Petits HÃ´tels",48.87759,2.352
"Space Invader PA_1257, 1 avenue du PrÃ©sident Wilson",48.864625,2.300775
"Space Invader PA_1258, 13 rue de la Roquette",48.85416,2.37107
"Space Invader PA_1259, 39 boulevard Albert 1er",48.832738,2.493139
"Space Invader PA_1260, 8 rue de l'Amiral de Coligny",48.860761,2.34097
"Space Invader PA_1261, 73 boulevard de Bercy",48.838297,2.388899
"Space Invader PA_1262, 7 rue du Bouloi",48.863506,2.340478
"Space Invader PA_1263, Pont Neuf",48.85844,2.34213
"Space Invader PA_1264, MusÃ©e en Herbes",48.860166,2.342157
"Space Invader PA_1265, Centre Georges Pompidou",48.860307,2.352155
"Space Invader PA_1266, 41 rue Volta",48.866668,2.358042
"Space Invader PA_1267, 2 avenue de Bouvines",48.849561,2.395922
"Space Invader PA_1268, Pont-Neuf",48.858338,2.34264
"Space Invader PA_1269, 28 rue Sainte-Anne",48.866262,2.335576
"Space Invader PA_1270, passerelle du Bassin de la Villette",48.88649,2.37473
"Space Invader PA_1271, Square de la Fontaine",48.836064,2.483849
"Space Invader PA_1272, 1 rue VouillÃ©",48.835508,2.302815
"Space Invader PA_1273, 39 rue LinnÃ©",48.84598,2.35441
"Space Invader PA_1274, 10 square Desnouettes",48.834859,2.284039
"Space Invader PA_1275, 12 place d'Anvers",48.88263,2.3439
"Space Invader PA_1276, 21 place du Tertre",48.8867,2.34062
"Space Invader PA_1277, 52 rue Jean-Pierre Timbaud",48.86645,2.3729
"Space Invader PA_1278, 80 rue de Provence",48.874302,2.331238
"Space Invader PA_1279, 86 Boulevard Lefebvre",48.82879,2.29954
"Space Invader PA_1280, 14 rue de LÃ©vis",48.882183,2.31565
"Space Invader PA_1281, 2 rue des Fontaines du Temple",48.86545,2.36028
"Space Invader PA_1282, 106 avenue Auber",48.84608,2.42366
"Space Invader PA_1283, 3 rue des DÃ©chargeurs",48.85967,2.34593
"Space Invader PA_1284, pont ferroviaire",48.894141,2.304917
"Space Invader PA_1285, porte de Bagnolet",48.863176,2.413119
"Space Invader PA_1286, face au 72 rue de Rosny",48.86314,2.44873
"Space Invader PA_1287, 18 rue du Ravin",48.861909,2.423283
"Space Invader PA_1288, 5 quai de Loire",48.883774,2.371245
"Space Invader PA_1289 & PA_1290, place de l'Alma",48.864463,2.30079
"Space Invader PA_1291, 48 rue du Capitaine Dreyfus",48.859116,2.439633
"Space Invader PA_1292, 13 rue Darwin",48.890172,2.339008
"Space Invader PA_1293, 2 rue Titien",48.835936,2.358502
"Space Invader PA_1294, 34 rue de PenthiÃ¨vre",48.87243,2.31379
"Space Invader PA_1295, 4 place Edmond Michelet",48.86002,2.35008
"Space Invader PA_1296, 1 rue Albert Sorel",48.82371,2.32248
"Space Invader PA_1297, 89 rue de Reuilly",48.84447,2.39012
"Space Invader PA_1298, 1 avenue AndrÃ© Morizet",48.833676,2.243025
"Space Invader PA_1299, 42 rue Dauphine",48.854211,2.338847
"Space Invader PA_1300, Maison Internationale de sÃ©jour pour jeunes actifs",48.820773,2.375991
"Space Invader PA_1301, 11 rue FranÃ§ois de NeufchÃ¢teau",48.85615,2.38256
"Space Invader PA_1302, 1 rue Cail",48.88261,2.36154
"Space Invader PA_1303, 3 rue Saint-Claude",48.86007,2.36654
"Space Invader PA_1304 & 1305, 17 rue Monge",48.84787,2.35083
"Space Invader PA_1306, 46 avenue Pierre Brossolette",48.819987,2.310661
"Space Invader PA_1307, parc de Bercy",48.83654,2.37973
"Space Invader PA_1308, 103 avenue Edouard Vaillant",48.83359,2.24405
"Space Invader PA_1309, pont Mirabeau",48.846992,2.27452
"Space Invader PA_1310, 14 rue PenthiÃ¨vre",48.872937,2.316054
"Space Invader PA_1311, 15 rue Jean Nicot",48.860064,2.307714
"Space Invader PA_1312, 22 rue de la ComÃ¨te",48.85809,2.30925
"Space Invader PA_1313, 22 rue Duc",48.89254,2.341678
"Space Invader PA_1314, 139 rue Mouffetard",48.839807,2.349835
"Space Invader PA_1315, 142 avenue du GÃ©nÃ©ral Leclerc",48.823465,2.325342
"Space Invader PA_1316, 74 rue Baudricourt",48.824791,2.362316
"Space Invader PA_1317, 17 rue GÃ®t le CÅ“ur",48.853478,2.342471
"Space Invader PA_1318, 11 rue des Petites Ã‰curies",48.873174,2.353176
"Space Invader PA_1319, 1 rue de l'agent Bailly",48.878305,2.342657
"Space Invader PA_1320, 12 rue de la Tour d'Auvergne",48.87896,2.344649
"Space Invader PA_1321, 87 rue du Faubourg Montmartre",48.876741,2.348639
"Space Invader PA_1322, 53 rue du Faubourg Montmartre",48.875211,2.340823
"Space Invader PA_1323, square Sarah Bernhart",48.84958,2.403919
"Space Invader PA_1324, 4 rue Paradis",48.87452,2.35493
"Space Invader PA_1325, 56 rue de Paradis",48.87571,2.34906
"Space Invader PA_1326, 85 rue la Fayette",48.87706,2.34802
"Space Invader PA_1327, 84 rue de Hauteville",48.876683,2.35138
"Space Invader PA_1328, 27bis rue de Paradis",48.875096,2.351786
"Space Invader PA_1329, 2 rue Bleue",48.87586,2.34773
"Space Invader PA_1330, 20 rue Pirandello",48.836249,2.354942
"Space Invader PA_1331, 11 rue Henri Michaux",48.826936,2.354507
"Space Invader PA_1332, 46 rue des FossÃ©s Saint-Bernard",48.847532,2.353049
"Space Invader PA_1333, 10 rue de la Paix",48.868992,2.331137
"Space Invader PA_1334, 25 place VendÃ´me",48.868334,2.33012
"Space Invader PA_1336, 24 rue de Montreuil",48.8504,2.38552
"Space Invader PA_1337, 93 rue de Seine",48.852094,2.337119
"Space Invader PA_1338, 62 rue Mouffetard",48.84316,2.34947
"Space Invader PA_1339, 1 rue des Vignerons",48.84513,2.431637
"Space Invader PA_1340, 1 rue de Rochechouart",48.87657,2.3443
"Space Invader PA_1341, 40 avenue Aubert",48.847605,2.431089
"Space Invader PA_1342, place Joffre, allÃ©e Adrienne Lecouvreur",48.85396,2.30379
"Space Invader PA_1343, 72 boulevard de la Tour Maubourg",48.856405,2.309643
"Space Invader PA_1344, 26 rue Chanoinesse",48.85428,2.35011
"Space Invader PA_1345, 16 rue Jean-Baptiste Marty",48.82107,2.416826
"Space Invader PA_1346, pilier est du pont de l'Arsenal",48.849121,2.367468
"Space Invader PA_1347, 6 rue Notre-Dame-de-Nazareth",48.86697,2.36199
"Space Invader PA_1348, 39 rue du MarÃ©chal Leclerc",48.818205,2.424209
"Space Invader PA_1349, 51 rue de la Tombe Issoire",48.83023,2.33425
"Space Invader PA_1350, 133 rue de SÃ¨vres",48.847199,2.317914
"Space Invader PA_1351, 63 rue du Montparnasse",48.841848,2.325479
"Space Invader PA_1352, 117 avenue de Choisy",48.825731,2.360137
"Space Invader PA_1353, 9 rue Philippe de Champagne",48.832787,2.355016
"Space Invader PA_1354, 18 rue de l'Aqueduc",48.88067,2.360431
